Variable,CTQ1,CTQ2,CTQ3,CTQ4,CTQ5,CTQ6,CTQ7,CTQ8,CTQ9,CTQ10,CTQ11,CTQ12,CTQ13,CTQ14,CTQ15,CTQ16,CTQ17,CTQ18,CTQ19,CTQ20,CTQ21,CTQ22,CTQ23,CTQ24,CTQ25,MPFI1,MPFI2,MPFI3,MPFI4,MPFI5,MPFI6,MPFI7,MPFI8,MPFI9,MPFI10,MPFI11,MPFI12,MPFI13,MPFI14,MPFI15,MPFI16,MPFI17,MPFI18,MPFI19,MPFI20,MPFI21,MPFI22,MPFI23,MPFI24,MPFI25,MPFI26,MPFI27,MPFI28,MPFI29,MPFI30,SCS1,SCS2,SCS3,SCS4,SCS5,SCS6,SCS7,SCS8,SCS9,SCS10,SCS11,SCS12,PWB1,PWB2,PWB3,PWB4,PWB5,PWB6,PWB7,PWB8,PWB9,PWB10,PWB11,PWB12,PWB13,PWB14,PWB15,PWB16,PWB17,PWB18,LEC1,LEC2,LEC3,LEC4,LEC5,LEC6,LEC7,LEC8,LEC9,LEC10,Studii,Orientare_rel,Genul,Varsta,Mediu_prov,self.acceptance,autonomy,purpose,relationship,mastery,growth,PWB,emotional.abuse,physical.abuse,sexual.abuse,emotional.neglect,physical.neglect,self.compassion,flexibility,Zemotional.abuse,Zphysical.abuse,Zsexual.abuse,Zemotional.neglect,Zphysical.neglect,Zself.compassion,Zflexibility,FelxibilityxEA,FelxibilityxPA,FelxibilityxSA,FelxibilityxEN,FelxibilityxPN,CompassionxEA,CompassionxPA,CompassionxSA,CompassionxEN,CompassionxPN,CTQ,ZCTQ,CTQxcomps,CTQxflexibility,Abuse,neglect,ZAbuse,Zneglect,abusexflexib,neglectxflexib,neglectxcompas,abusexcompas
Label,trauma din copilarie,,,,,,,,,,,,,,,,,,,,,,,,,flexibilitatea psihologica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto-compasiunea,,,,,,,,,,,,starea de bine psihologica,,,,,,,,,,,,,,,,,,evenimente din viata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zscore(emotional.abuse),Zscore(physical.abuse),Zscore(sexual.abuse),Zscore(emotional.neglect),Zscore(physical.neglect),Zscore(self.compassion),Zscore(flexibility),,,,,,,,,,,,Zscore(CTQ),,,,,Zscore(Abuse),Zscore(neglect),,,,
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,5.00,3.00,1.00,6.00,1.00,1.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,6.00,5.00,5.00,5.00,5.00,4.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,1.00,4.00,5.00,5.00,5.00,5.00,5.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,3.00,1.00,1.00,25.00,1.00,15.00,15.00,15.00,15.00,12.00,15.00,87.00,5.00,5.00,5.00,14.00,9.00,54.00,155.00,-1.05175,-0.65262,-0.53057,0.54185,0.16487,1.89810,1.54895,-1.63,-1.01,-0.82,0.84,0.26,-2.00,-1.24,-1.01,1.03,0.31,38.00,-0.42299,-0.80,-0.66,15.00,22.00,-0.95200,0.49769,-1.47,0.77,0.94,-1.81
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,1.00,6.00,3.00,2.00,1.00,3.00,6.00,3.00,3.00,6.00,6.00,5.00,5.00,5.00,5.00,3.00,3.00,2.00,2.00,2.00,3.00,4.00,4.00,5.00,4.00,3.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,3.00,4.00,3.00,2.00,3.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,27.00,2.00,14.00,12.00,15.00,15.00,14.00,15.00,85.00,5.00,5.00,5.00,5.00,9.00,38.00,110.00,-1.05175,-0.65262,-0.53057,-1.06725,0.16487,0.01219,-0.55617,0.58,0.36,0.30,0.59,-0.09,-0.01,-0.01,-0.01,-0.01,0.00,29.00,-0.87198,-0.01,0.48,15.00,13.00,-0.95200,-0.58982,0.53,0.33,-0.01,-0.01
,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,1.00,2.00,2.00,4.00,3.00,3.00,4.00,4.00,3.00,5.00,4.00,4.00,5.00,3.00,3.00,2.00,4.00,4.00,2.00,2.00,2.00,3.00,3.00,4.00,4.00,4.00,3.00,5.00,4.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,3.00,4.00,2.00,3.00,2.00,3.00,2.00,3.00,2.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,1.00,1.00,26.00,1.00,12.00,11.00,12.00,11.00,12.00,12.00,70.00,8.00,7.00,5.00,11.00,10.00,35.00,105.00,-0.58675,-0.25136,-0.53057,0.00548,0.40799,-0.34141,-0.79007,0.46,0.20,0.42,0.00,-0.32,0.20,0.09,0.18,0.00,-0.14,41.00,-0.27333,0.09,0.22,20.00,19.00,-0.56144,0.13519,0.44,-0.11,-0.05,0.19
,2.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,4.00,4.00,2.00,3.00,3.00,3.00,3.00,4.00,3.00,4.00,1.00,4.00,3.00,5.00,5.00,2.00,4.00,4.00,4.00,4.00,4.00,6.00,5.00,5.00,4.00,3.00,3.00,3.00,2.00,4.00,2.00,2.00,3.00,3.00,3.00,2.00,2.00,1.00,2.00,1.00,3.00,3.00,3.00,3.00,2.00,4.00,4.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,2.00,5.00,4.00,2.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,26.00,2.00,11.00,10.00,8.00,11.00,9.00,10.00,59.00,8.00,5.00,5.00,10.00,5.00,27.00,106.00,-0.58675,-0.65262,-0.53057,-0.17331,-0.80759,-1.28437,-0.74329,0.44,0.49,0.39,0.13,0.60,0.75,0.84,0.68,0.22,1.04,33.00,-0.67243,0.86,0.50,18.00,14.00,-0.71766,-0.46898,0.53,0.35,0.60,0.92
,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,4.00,4.00,2.00,2.00,5.00,4.00,4.00,4.00,4.00,2.00,4.00,3.00,4.00,3.00,4.00,3.00,2.00,3.00,3.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,1.00,3.00,3.00,4.00,4.00,3.00,5.00,2.00,2.00,4.00,2.00,2.00,4.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,3.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,26.00,1.00,12.00,13.00,15.00,13.00,14.00,15.00,82.00,6.00,5.00,5.00,6.00,5.00,35.00,126.00,-0.89675,-0.65262,-0.53057,-0.88847,-0.80759,-0.34141,0.19232,-0.17,-0.13,-0.10,-0.17,-0.16,0.31,0.22,0.18,0.30,0.28,27.00,-0.97176,0.33,-0.19,16.00,10.00,-0.87388,-0.95232,-0.17,-0.18,0.33,0.30
,2.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,3.00,5.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00,5.00,4.00,3.00,3.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,5.00,5.00,4.00,4.00,4.00,5.00,4.00,3.00,4.00,3.00,3.00,4.00,3.00,3.00,4.00,3.00,4.00,2.00,2.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,3.00,4.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,23.00,1.00,12.00,12.00,11.00,13.00,11.00,11.00,70.00,8.00,6.00,5.00,5.00,5.00,38.00,117.00,-0.58675,-0.45199,-0.53057,-1.06725,-0.80759,0.01219,-0.22870,0.13,0.10,0.12,0.24,0.18,-0.01,-0.01,-0.01,-0.01,-0.01,29.00,-0.87198,-0.01,0.20,19.00,9.00,-0.63955,-1.07315,0.15,0.25,-0.01,-0.01
,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,3.00,3.00,2.00,2.00,1.00,2.00,1.00,4.00,3.00,2.00,3.00,2.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,3.00,4.00,4.00,2.00,2.00,2.00,2.00,2.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,2.00,3.00,3.00,3.00,3.00,2.00,3.00,2.00,2.00,2.00,3.00,3.00,4.00,3.00,4.00,4.00,3.00,3.00,3.00,3.00,4.00,4.00,3.00,3.00,4.00,4.00,3.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3.00,1.00,2.00,22.00,1.00,11.00,10.00,11.00,12.00,10.00,10.00,64.00,7.00,5.00,6.00,12.00,8.00,31.00,96.00,-0.74175,-0.65262,-0.28372,0.18427,-0.07824,-0.81289,-1.21109,0.90,0.79,0.34,-0.22,0.09,0.60,0.53,0.23,-0.15,0.06,38.00,-0.42299,0.34,0.51,18.00,18.00,-0.71766,0.01435,0.87,-0.02,-0.01,0.58
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,6.00,3.00,5.00,6.00,6.00,6.00,6.00,6.00,6.00,4.00,3.00,6.00,4.00,3.00,3.00,4.00,4.00,3.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,1.00,2.00,19.00,1.00,15.00,15.00,15.00,15.00,15.00,15.00,90.00,5.00,5.00,5.00,5.00,5.00,54.00,148.00,-1.05175,-0.65262,-0.53057,-1.06725,-0.80759,1.89810,1.22149,-1.28,-0.80,-0.65,-1.30,-0.99,-2.00,-1.24,-1.01,-2.03,-1.53,25.00,-1.07153,-2.03,-1.31,15.00,9.00,-0.95200,-1.07315,-1.16,-1.31,-2.04,-1.81
,3.00,1.00,3.00,1.00,3.00,1.00,3.00,3.00,3.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,2.00,3.00,4.00,4.00,2.00,3.00,1.00,1.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,3.00,4.00,4.00,4.00,3.00,3.00,3.00,3.00,3.00,2.00,4.00,4.00,4.00,2.00,4.00,3.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,4.00,3.00,3.00,4.00,4.00,3.00,3.00,4.00,4.00,3.00,4.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,3.00,2.00,4.00,2.00,3.00,4.00,4.00,4.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,22.00,1.00,12.00,8.00,11.00,10.00,10.00,9.00,60.00,11.00,11.00,7.00,15.00,10.00,43.00,101.00,-0.12174,0.55115,-0.03688,0.72064,0.40799,0.60154,-0.97719,0.12,-0.54,0.04,-0.70,-0.40,-0.07,0.33,-0.02,0.43,0.25,54.00,0.37521,0.23,-0.37,29.00,24.00,0.14156,0.73935,-0.14,-0.72,0.44,0.09
,3.00,2.00,3.00,2.00,4.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,3.00,2.00,4.00,1.00,2.00,1.00,1.00,1.00,4.00,3.00,2.00,3.00,4.00,2.00,2.00,3.00,2.00,4.00,3.00,3.00,3.00,4.00,3.00,1.00,2.00,2.00,2.00,1.00,2.00,3.00,2.00,2.00,2.00,4.00,4.00,3.00,4.00,3.00,2.00,3.00,3.00,2.00,2.00,2.00,3.00,3.00,2.00,3.00,2.00,3.00,4.00,3.00,3.00,4.00,3.00,4.00,4.00,3.00,3.00,4.00,3.00,3.00,4.00,4.00,3.00,4.00,4.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,25.00,2.00,12.00,10.00,9.00,12.00,10.00,10.00,63.00,14.00,9.00,5.00,13.00,6.00,30.00,82.00,0.34326,0.14990,-0.53057,0.36306,-0.56447,-0.93076,-1.86602,-0.64,-0.28,0.99,-0.68,1.05,-0.32,-0.14,0.49,-0.34,0.53,47.00,0.02600,-0.02,-0.05,28.00,18.00,0.06345,0.01435,-0.12,-0.03,-0.01,-0.06
,3.00,1.00,3.00,3.00,3.00,1.00,1.00,5.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,6.00,4.00,2.00,1.00,2.00,2.00,2.00,4.00,2.00,3.00,5.00,6.00,5.00,5.00,4.00,2.00,1.00,3.00,2.00,2.00,1.00,3.00,5.00,5.00,3.00,4.00,4.00,5.00,3.00,2.00,1.00,2.00,2.00,1.00,4.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,4.00,3.00,3.00,4.00,4.00,1.00,4.00,5.00,2.00,3.00,1.00,3.00,3.00,5.00,4.00,4.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,4.00,1.00,21.00,2.00,7.00,6.00,11.00,13.00,9.00,11.00,57.00,13.00,10.00,6.00,7.00,7.00,18.00,98.00,0.18826,0.35052,-0.28372,-0.70968,-0.32136,-2.34519,-1.11753,-0.21,-0.39,0.32,0.79,0.36,-0.44,-0.82,0.67,1.66,0.75,43.00,-0.17356,0.41,0.19,29.00,13.00,0.14156,-0.58982,-0.16,0.66,1.38,-0.33
,2.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,6.00,6.00,5.00,4.00,6.00,5.00,5.00,6.00,6.00,6.00,5.00,5.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3.00,4.00,4.00,4.00,5.00,4.00,5.00,5.00,3.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,4.00,2.00,32.00,1.00,15.00,14.00,15.00,15.00,13.00,15.00,87.00,8.00,7.00,7.00,5.00,6.00,50.00,172.00,-0.58675,-0.25136,-0.03688,-1.06725,-0.56447,1.42663,2.34422,-1.38,-0.59,-0.09,-2.50,-1.32,-0.84,-0.36,-0.05,-1.52,-0.81,33.00,-0.67243,-0.96,-1.58,22.00,10.00,-0.40522,-0.95232,-0.95,-2.23,-1.36,-0.58
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,3.00,5.00,5.00,5.00,5.00,5.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1.00,1.00,3.00,1.00,3.00,1.00,2.00,2.00,1.00,5.00,1.00,1.00,2.00,2.00,3.00,3.00,3.00,3.00,3.00,1.00,1.00,3.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,3.00,1.00,2.00,22.00,1.00,6.00,4.00,5.00,7.00,5.00,11.00,38.00,5.00,5.00,6.00,8.00,8.00,22.00,175.00,-1.05175,-0.65262,-0.28372,-0.53089,-0.07824,-1.87372,2.48456,-2.61,-1.62,-0.70,-1.32,-0.19,1.97,1.22,0.53,0.99,0.15,32.00,-0.72232,1.35,-1.79,16.00,15.00,-0.87388,-0.34815,-2.17,-0.86,0.65,1.64
,2.00,3.00,4.00,3.00,4.00,1.00,1.00,1.00,4.00,1.00,4.00,1.00,3.00,1.00,4.00,2.00,3.00,4.00,4.00,3.00,2.00,3.00,2.00,1.00,2.00,5.00,2.00,4.00,4.00,3.00,3.00,3.00,3.00,2.00,3.00,2.00,4.00,3.00,3.00,4.00,4.00,3.00,3.00,3.00,3.00,5.00,5.00,5.00,6.00,5.00,5.00,6.00,6.00,6.00,6.00,4.00,4.00,3.00,2.00,3.00,4.00,4.00,3.00,2.00,3.00,2.00,2.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,3.00,1.00,2.00,25.00,2.00,14.00,11.00,15.00,15.00,14.00,15.00,84.00,16.00,8.00,13.00,16.00,10.00,36.00,119.00,0.65326,-0.05073,1.44416,0.89943,0.40799,-0.22355,-0.13514,-0.09,0.01,-0.20,-0.12,-0.06,-0.15,0.01,-0.32,-0.20,-0.09,63.00,0.82420,-0.18,-0.11,37.00,25.00,0.76644,0.86019,-0.10,-0.12,-0.19,-0.17
,1.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,5.00,4.00,6.00,5.00,5.00,5.00,5.00,4.00,5.00,4.00,5.00,4.00,5.00,5.00,4.00,5.00,4.00,4.00,4.00,3.00,6.00,6.00,5.00,5.00,5.00,4.00,5.00,3.00,5.00,6.00,3.00,3.00,5.00,2.00,4.00,3.00,4.00,3.00,4.00,4.00,2.00,4.00,4.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00,5.00,3.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,1.00,1.00,24.00,1.00,13.00,14.00,14.00,13.00,13.00,14.00,81.00,7.00,6.00,5.00,6.00,6.00,41.00,141.00,-0.74175,-0.45199,-0.53057,-0.88847,-0.56447,0.36580,0.89403,-0.66,-0.40,-0.47,-0.79,-0.50,-0.27,-0.17,-0.19,-0.33,-0.21,30.00,-0.82209,-0.30,-0.73,18.00,11.00,-0.71766,-0.83148,-0.64,-0.74,-0.30,-0.26
,2.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,5.00,3.00,2.00,3.00,4.00,5.00,3.00,2.00,2.00,3.00,2.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,2.00,2.00,3.00,3.00,2.00,3.00,3.00,3.00,3.00,2.00,4.00,3.00,2.00,3.00,3.00,4.00,3.00,2.00,3.00,3.00,3.00,3.00,3.00,2.00,2.00,2.00,3.00,4.00,2.00,2.00,2.00,2.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,5.00,3.00,3.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,2.00,23.00,1.00,7.00,7.00,9.00,13.00,8.00,8.00,52.00,8.00,5.00,5.00,8.00,9.00,34.00,87.00,-0.58675,-0.65262,-0.53057,-0.53089,0.16487,-0.45928,-1.63212,0.96,1.07,0.87,0.87,-0.27,0.27,0.30,0.24,0.24,-0.08,35.00,-0.57266,0.26,0.93,18.00,16.00,-0.71766,-0.22732,1.17,0.37,0.10,0.33
,1.00,1.00,2.00,2.00,2.00,1.00,2.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,4.00,4.00,3.00,2.00,2.00,3.00,5.00,2.00,2.00,3.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,3.00,3.00,5.00,5.00,4.00,6.00,5.00,5.00,5.00,5.00,4.00,4.00,2.00,2.00,3.00,4.00,4.00,2.00,4.00,2.00,2.00,2.00,2.00,2.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,5.00,3.00,4.00,4.00,3.00,5.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,1.00,36.00,2.00,11.00,12.00,9.00,13.00,13.00,11.00,69.00,8.00,9.00,5.00,10.00,8.00,31.00,122.00,-0.58675,0.14990,-0.53057,-0.17331,-0.07824,-0.81289,0.00520,0.00,0.00,0.00,0.00,0.00,0.48,-0.12,0.43,0.14,0.06,40.00,-0.32322,0.26,0.00,22.00,17.00,-0.40522,-0.10648,0.00,0.00,0.09,0.33
,4.00,1.00,3.00,1.00,2.00,1.00,1.00,3.00,1.00,1.00,3.00,3.00,3.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00,5.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,3.00,4.00,5.00,5.00,4.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,2.00,4.00,4.00,5.00,4.00,4.00,5.00,5.00,4.00,2.00,2.00,4.00,4.00,4.00,5.00,4.00,5.00,3.00,3.00,4.00,3.00,3.00,4.00,3.00,4.00,4.00,5.00,5.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,1.00,2.00,22.00,2.00,10.00,11.00,12.00,13.00,12.00,14.00,72.00,11.00,7.00,11.00,10.00,7.00,44.00,140.00,-0.12174,-0.25136,0.95048,-0.17331,-0.32136,0.71941,0.84725,-0.10,-0.21,0.81,-0.15,-0.27,-0.09,-0.18,0.68,-0.12,-0.23,46.00,-0.02389,-0.02,-0.02,29.00,16.00,0.14156,-0.22732,0.12,-0.19,-0.16,0.10
,4.00,1.00,4.00,3.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,3.00,3.00,3.00,1.00,2.00,2.00,1.00,2.00,4.00,2.00,4.00,2.00,3.00,5.00,3.00,4.00,3.00,4.00,3.00,3.00,4.00,4.00,3.00,3.00,2.00,3.00,4.00,4.00,4.00,5.00,3.00,3.00,3.00,5.00,5.00,4.00,2.00,2.00,2.00,3.00,3.00,2.00,4.00,4.00,3.00,1.00,1.00,2.00,2.00,2.00,4.00,3.00,2.00,4.00,3.00,3.00,3.00,2.00,3.00,4.00,4.00,4.00,4.00,3.00,3.00,4.00,4.00,3.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,23.00,1.00,11.00,8.00,8.00,12.00,11.00,10.00,60.00,15.00,5.00,5.00,15.00,8.00,29.00,103.00,0.49826,-0.65262,-0.53057,0.72064,-0.07824,-1.04863,-0.88363,-0.44,0.58,0.47,-0.64,0.07,-0.52,0.68,0.56,-0.76,0.08,48.00,0.07588,-0.08,-0.07,25.00,22.00,-0.17089,0.49769,0.15,-0.44,-0.52,0.18
,3.00,2.00,3.00,3.00,4.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,3.00,3.00,3.00,3.00,2.00,1.00,1.00,1.00,5.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,3.00,3.00,2.00,3.00,3.00,3.00,2.00,2.00,3.00,3.00,3.00,3.00,4.00,4.00,3.00,3.00,3.00,3.00,4.00,4.00,2.00,2.00,2.00,3.00,3.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,3.00,4.00,4.00,3.00,4.00,5.00,3.00,4.00,3.00,5.00,4.00,5.00,5.00,5.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3.00,1.00,2.00,23.00,2.00,11.00,12.00,13.00,15.00,11.00,13.00,75.00,15.00,7.00,5.00,13.00,8.00,32.00,95.00,0.49826,-0.25136,-0.53057,0.36306,-0.07824,-0.69502,-1.25787,-0.63,0.32,0.67,-0.46,0.10,-0.35,0.17,0.37,-0.25,0.05,48.00,0.07588,-0.05,-0.10,27.00,20.00,-0.01466,0.25602,0.02,-0.32,-0.18,0.01
,2.00,2.00,3.00,2.00,5.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,4.00,2.00,2.00,1.00,3.00,2.00,1.00,1.00,2.00,2.00,2.00,3.00,3.00,2.00,3.00,5.00,4.00,2.00,6.00,2.00,2.00,3.00,1.00,1.00,1.00,2.00,2.00,3.00,3.00,2.00,4.00,4.00,3.00,4.00,4.00,4.00,2.00,1.00,4.00,2.00,5.00,3.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,4.00,5.00,5.00,3.00,1.00,4.00,4.00,3.00,5.00,4.00,4.00,5.00,4.00,4.00,4.00,5.00,4.00,4.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,3.00,1.00,2.00,23.00,2.00,12.00,12.00,14.00,12.00,9.00,13.00,72.00,14.00,5.00,6.00,11.00,9.00,25.00,82.00,0.34326,-0.65262,-0.28372,0.00548,0.16487,-1.52011,-1.86602,-0.64,1.22,0.53,-0.01,-0.31,-0.52,0.99,0.43,-0.01,-0.25,45.00,-0.07378,0.11,0.14,25.00,18.00,-0.17089,0.01435,0.32,-0.03,-0.02,0.26
