Variable,CTQ1,CTQ2,CTQ3,CTQ4,CTQ5,CTQ6,CTQ7,CTQ8,CTQ9,CTQ10,CTQ11,CTQ12,CTQ13,CTQ14,CTQ15,CTQ16,CTQ17,CTQ18,CTQ19,CTQ20,CTQ21,CTQ22,CTQ23,CTQ24,CTQ25,MPFI1,MPFI2,MPFI3,MPFI4,MPFI5,MPFI6,MPFI7,MPFI8,MPFI9,MPFI10,MPFI11,MPFI12,MPFI13,MPFI14,MPFI15,MPFI16,MPFI17,MPFI18,MPFI19,MPFI20,MPFI21,MPFI22,MPFI23,MPFI24,MPFI25,MPFI26,MPFI27,MPFI28,MPFI29,MPFI30,SCS1,SCS2,SCS3,SCS4,SCS5,SCS6,SCS7,SCS8,SCS9,SCS10,SCS11,SCS12,PWB1,PWB2,PWB3,PWB4,PWB5,PWB6,PWB7,PWB8,PWB9,PWB10,PWB11,PWB12,PWB13,PWB14,PWB15,PWB16,PWB17,PWB18,LEC1,LEC2,LEC3,LEC4,LEC5,LEC6,LEC7,LEC8,LEC9,LEC10,Studii,Orientare_rel,Genul,Varsta,Mediu_prov,self.acceptance,autonomy,purpose,relationship,mastery,growth,PWB,emotional.abuse,physical.abuse,sexual.abuse,emotional.neglect,physical.neglect,self.compassion,flexibility,Zemotional.abuse,Zphysical.abuse,Zsexual.abuse,Zemotional.neglect,Zphysical.neglect,Zself.compassion,Zflexibility,FelxibilityxEA,FelxibilityxPA,FelxibilityxSA,FelxibilityxEN,FelxibilityxPN,CompassionxEA,CompassionxPA,CompassionxSA,CompassionxEN,CompassionxPN,CTQ,ZCTQ,CTQxcomps,CTQxflexibility,Abuse,neglect,ZAbuse,Zneglect,abusexflexib,neglectxflexib,neglectxcompas,abusexcompas
Label,trauma din copilarie,,,,,,,,,,,,,,,,,,,,,,,,,flexibilitatea psihologica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto-compasiunea,,,,,,,,,,,,starea de bine psihologica,,,,,,,,,,,,,,,,,,evenimente din viata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zscore(emotional.abuse),Zscore(physical.abuse),Zscore(sexual.abuse),Zscore(emotional.neglect),Zscore(physical.neglect),Zscore(self.compassion),Zscore(flexibility),,,,,,,,,,,,Zscore(CTQ),,,,,Zscore(Abuse),Zscore(neglect),,,,
,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,2.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,3.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,2.00,2.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,40.00,2.00,12.00,11.00,13.00,12.00,12.00,12.00,72.00,7.00,6.00,6.00,9.00,9.00,36.00,117.00,-0.74175,-0.45199,-0.28372,-0.35210,0.16487,-0.22355,-0.22870,0.17,0.10,0.06,0.08,-0.04,0.17,0.10,0.06,0.08,-0.04,37.00,-0.47288,0.11,0.11,19.00,17.00,-0.63955,-0.10648,0.15,0.02,0.02,0.14
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,5.00,5.00,1.00,5.00,5.00,5.00,1.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,3.00,3.00,3.00,2.00,3.00,5.00,4.00,4.00,4.00,3.00,3.00,5.00,3.00,3.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,4.00,3.00,2.00,23.00,1.00,11.00,8.00,9.00,14.00,10.00,10.00,62.00,5.00,5.00,5.00,9.00,5.00,43.00,117.00,-1.05175,-0.65262,-0.53057,-0.35210,-0.80759,0.60154,-0.22870,0.24,0.15,0.12,0.08,0.18,-0.63,-0.39,-0.32,-0.21,-0.49,29.00,-0.87198,-0.52,0.20,15.00,13.00,-0.95200,-0.58982,0.22,0.13,-0.35,-0.57
,3.00,1.00,3.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,4.00,4.00,4.00,1.00,4.00,3.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,3.00,2.00,2.00,4.00,4.00,2.00,1.00,2.00,3.00,1.00,1.00,5.00,5.00,3.00,2.00,3.00,4.00,3.00,5.00,3.00,3.00,5.00,5.00,4.00,4.00,3.00,4.00,3.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,3.00,2.00,32.00,2.00,12.00,14.00,9.00,9.00,11.00,14.00,69.00,15.00,5.00,5.00,20.00,10.00,27.00,117.00,0.49826,-0.65262,-0.53057,1.61458,0.40799,-1.28437,-0.22870,-0.11,0.15,0.12,-0.37,-0.09,-0.64,0.84,0.68,-2.07,-0.52,55.00,0.42510,-0.55,-0.10,25.00,29.00,-0.17089,1.34352,0.04,-0.31,-1.73,0.22
,2.00,1.00,3.00,1.00,4.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,3.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,5.00,3.00,3.00,2.00,2.00,3.00,5.00,5.00,3.00,3.00,4.00,3.00,5.00,5.00,3.00,4.00,5.00,5.00,3.00,3.00,3.00,4.00,5.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,2.00,1.00,2.00,33.00,1.00,11.00,13.00,13.00,9.00,11.00,14.00,71.00,11.00,6.00,7.00,5.00,9.00,41.00,117.00,-0.12174,-0.45199,-0.03688,-1.06725,0.16487,0.36580,-0.22870,0.03,0.10,0.01,0.24,-0.04,-0.04,-0.17,-0.01,-0.39,0.06,38.00,-0.42299,-0.15,0.10,24.00,11.00,-0.24900,-0.83148,0.06,0.19,-0.30,-0.09
,3.00,1.00,2.00,1.00,1.00,1.00,3.00,4.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,3.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,2.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,44.00,1.00,15.00,15.00,15.00,15.00,15.00,15.00,90.00,8.00,12.00,5.00,7.00,5.00,51.00,117.00,-0.58675,0.75178,-0.53057,-0.70968,-0.80759,1.54450,-0.22870,0.13,-0.17,0.12,0.16,0.18,-0.91,1.16,-0.82,-1.10,-1.25,37.00,-0.47288,-0.73,0.11,25.00,11.00,-0.17089,-0.83148,0.04,0.19,-1.28,-0.26
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,3.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,4.00,2.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,5.00,5.00,5.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,26.00,1.00,12.00,10.00,12.00,14.00,14.00,15.00,77.00,5.00,5.00,5.00,6.00,7.00,48.00,117.00,-1.05175,-0.65262,-0.53057,-0.88847,-0.32136,1.19089,-0.22870,0.24,0.15,0.12,0.20,0.07,-1.25,-0.78,-0.63,-1.06,-0.38,28.00,-0.92187,-1.10,0.21,15.00,11.00,-0.95200,-0.83148,0.22,0.19,-0.99,-1.13
,1.00,1.00,5.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,23.00,2.00,14.00,14.00,14.00,15.00,14.00,15.00,86.00,10.00,5.00,5.00,5.00,5.00,49.00,117.00,-0.27674,-0.65262,-0.53057,-1.06725,-0.80759,1.30876,-0.22870,0.06,0.15,0.12,0.24,0.18,-0.36,-0.85,-0.69,-1.40,-1.06,30.00,-0.82209,-1.08,0.19,20.00,9.00,-0.56144,-1.07315,0.13,0.25,-1.40,-0.73
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,1.00,4.00,3.00,4.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,3.00,4.00,5.00,5.00,3.00,5.00,1.00,3.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,4.00,1.00,2.00,21.00,2.00,8.00,12.00,15.00,15.00,13.00,15.00,78.00,5.00,5.00,5.00,5.00,5.00,21.00,117.00,-1.05175,-0.65262,-0.53057,-1.06725,-0.80759,-1.99159,-0.22870,0.24,0.15,0.12,0.24,0.18,2.09,1.30,1.06,2.13,1.61,25.00,-1.07153,2.13,0.25,15.00,9.00,-0.95200,-1.07315,0.22,0.25,2.14,1.90
,2.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,3.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,3.00,4.00,4.00,3.00,4.00,4.00,2.00,4.00,3.00,4.00,3.00,5.00,4.00,5.00,4.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,3.00,1.00,1.00,20.00,1.00,14.00,12.00,13.00,13.00,13.00,14.00,79.00,9.00,5.00,5.00,8.00,8.00,42.00,117.00,-0.43174,-0.65262,-0.53057,-0.53089,-0.07824,0.48367,-0.22870,0.10,0.15,0.12,0.12,0.02,-0.21,-0.32,-0.26,-0.26,-0.04,35.00,-0.57266,-0.28,0.13,19.00,15.00,-0.63955,-0.34815,0.15,0.08,-0.17,-0.31
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,3.00,3.00,1.00,1.00,3.00,2.00,2.00,4.00,3.00,3.00,3.00,4.00,4.00,3.00,4.00,1.00,3.00,4.00,4.00,3.00,5.00,5.00,4.00,4.00,3.00,3.00,4.00,5.00,5.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,20.00,1.00,11.00,9.00,13.00,11.00,12.00,13.00,69.00,5.00,5.00,5.00,6.00,5.00,32.00,117.00,-1.05175,-0.65262,-0.53057,-0.88847,-0.80759,-0.69502,-0.22870,0.24,0.15,0.12,0.20,0.18,0.73,0.45,0.37,0.62,0.56,26.00,-1.02164,0.71,0.23,15.00,10.00,-0.95200,-0.95232,0.22,0.22,0.66,0.66
,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,1.00,3.00,4.00,2.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,26.00,2.00,15.00,15.00,15.00,15.00,15.00,15.00,90.00,6.00,5.00,5.00,9.00,5.00,44.00,117.00,-0.89675,-0.65262,-0.53057,-0.35210,-0.80759,0.71941,-0.22870,0.21,0.15,0.12,0.08,0.18,-0.65,-0.47,-0.38,-0.25,-0.58,30.00,-0.82209,-0.59,0.19,16.00,13.00,-0.87388,-0.58982,0.20,0.13,-0.42,-0.63
,2.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,21.00,1.00,15.00,15.00,15.00,15.00,15.00,15.00,90.00,6.00,8.00,5.00,5.00,6.00,60.00,117.00,-0.89675,-0.05073,-0.53057,-1.06725,-0.56447,2.60532,-0.22870,0.21,0.01,0.12,0.24,0.13,-2.34,-0.13,-1.38,-2.78,-1.47,30.00,-0.82209,-2.14,0.19,19.00,10.00,-0.63955,-0.95232,0.15,0.22,-2.48,-1.67
,2.00,2.00,3.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,4.00,4.00,3.00,4.00,3.00,1.00,3.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,1.00,4.00,3.00,1.00,3.00,2.00,2.00,1.00,1.00,2.00,2.00,3.00,3.00,3.00,3.00,3.00,4.00,2.00,3.00,2.00,3.00,5.00,5.00,5.00,3.00,5.00,3.00,4.00,3.00,3.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,2.00,24.00,1.00,9.00,10.00,9.00,12.00,12.00,10.00,62.00,12.00,5.00,6.00,18.00,7.00,25.00,117.00,0.03326,-0.65262,-0.28372,1.25700,-0.32136,-1.52011,-0.22870,-0.01,0.15,0.06,-0.29,0.07,-0.05,0.99,0.43,-1.91,0.49,48.00,0.07588,-0.12,-0.02,23.00,24.00,-0.32711,0.73935,0.07,-0.17,-1.12,0.50
,1.00,1.00,1.00,1.00,3.00,1.00,2.00,2.00,2.00,1.00,3.00,2.00,2.00,1.00,2.00,1.00,1.00,3.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,3.00,2.00,3.00,3.00,4.00,2.00,2.00,3.00,3.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.00,5.00,3.00,3.00,2.00,2.00,3.00,3.00,4.00,3.00,4.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,2.00,17.00,1.00,8.00,8.00,11.00,10.00,9.00,9.00,55.00,7.00,8.00,10.00,10.00,5.00,33.00,117.00,-0.74175,-0.05073,0.70364,-0.17331,-0.80759,-0.57715,-0.22870,0.17,0.01,-0.16,0.04,0.18,0.43,0.03,-0.41,0.10,0.47,40.00,-0.32322,0.19,0.07,25.00,14.00,-0.17089,-0.46898,0.04,0.11,0.27,0.10
,4.00,5.00,3.00,5.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,4.00,4.00,5.00,5.00,1.00,3.00,1.00,1.00,2.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,1.00,3.00,2.00,1.00,1.00,4.00,2.00,1.00,1.00,2.00,1.00,1.00,3.00,2.00,1.00,1.00,2.00,3.00,2.00,1.00,3.00,5.00,3.00,2.00,3.00,1.00,2.00,5.00,3.00,2.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,4.00,1.00,2.00,23.00,1.00,8.00,4.00,6.00,11.00,8.00,7.00,44.00,21.00,5.00,5.00,20.00,8.00,20.00,117.00,1.42826,-0.65262,-0.53057,1.61458,-0.07824,-2.10946,-0.22870,-0.33,0.15,0.12,-0.37,0.02,-3.01,1.38,1.12,-3.41,0.17,59.00,0.62465,-1.32,-0.14,31.00,27.00,0.29778,1.10185,-0.07,-0.25,-2.32,-0.63
,5.00,5.00,5.00,5.00,5.00,2.00,4.00,3.00,1.00,1.00,3.00,1.00,4.00,4.00,2.00,5.00,4.00,4.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,1.00,5.00,3.00,3.00,5.00,3.00,3.00,1.00,1.00,5.00,1.00,1.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,41.00,2.00,14.00,14.00,15.00,13.00,14.00,15.00,85.00,25.00,11.00,14.00,21.00,5.00,32.00,117.00,2.04826,0.55115,1.69100,1.79337,-0.80759,-0.69502,-0.22870,-0.47,-0.13,-0.39,-0.41,0.18,-1.42,-0.38,-1.18,-1.25,0.56,76.00,1.47274,-1.02,-0.34,50.00,25.00,1.78189,0.86019,-0.41,-0.20,-0.60,-1.24
,4.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,1.00,1.00,3.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,5.00,4.00,3.00,5.00,5.00,4.00,2.00,3.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,4.00,1.00,2.00,25.00,2.00,15.00,14.00,15.00,15.00,14.00,15.00,88.00,9.00,5.00,8.00,10.00,6.00,46.00,117.00,-0.43174,-0.65262,0.20996,-0.17331,-0.56447,0.95515,-0.22870,0.10,0.15,-0.05,0.04,0.13,-0.41,-0.62,0.20,-0.17,-0.54,38.00,-0.42299,-0.40,0.10,22.00,15.00,-0.40522,-0.34815,0.09,0.08,-0.33,-0.39
,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,3.00,1.00,1.00,1.00,2.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,1.00,2.00,3.00,5.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,4.00,3.00,3.00,2.00,3.00,2.00,3.00,4.00,4.00,2.00,5.00,3.00,4.00,4.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,33.00,1.00,6.00,10.00,7.00,11.00,11.00,9.00,54.00,8.00,5.00,5.00,9.00,6.00,22.00,117.00,-0.58675,-0.65262,-0.53057,-0.35210,-0.56447,-1.87372,-0.22870,0.13,0.15,0.12,0.08,0.13,1.10,1.22,0.99,0.66,1.06,33.00,-0.67243,1.26,0.15,18.00,14.00,-0.71766,-0.46898,0.16,0.11,0.88,1.34
,4.00,3.00,5.00,4.00,5.00,3.00,4.00,4.00,4.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,3.00,3.00,3.00,1.00,3.00,4.00,2.00,2.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,3.00,4.00,3.00,2.00,4.00,2.00,4.00,3.00,3.00,4.00,3.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,5.00,4.00,5.00,4.00,4.00,4.00,5.00,4.00,4.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,25.00,2.00,11.00,11.00,12.00,14.00,11.00,13.00,72.00,21.00,17.00,9.00,13.00,12.00,38.00,117.00,1.42826,1.75493,0.45680,0.36306,0.89422,0.01219,-0.22870,-0.33,-0.40,-0.10,-0.08,-0.20,0.02,0.02,0.01,0.00,0.01,72.00,1.27319,0.02,-0.29,47.00,23.00,1.54755,0.61852,-0.35,-0.14,0.01,0.02
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,1.00,5.00,5.00,1.00,5.00,5.00,5.00,1.00,1.00,5.00,1.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,23.00,2.00,15.00,15.00,15.00,15.00,15.00,15.00,90.00,5.00,5.00,5.00,5.00,9.00,36.00,117.00,-1.05175,-0.65262,-0.53057,-1.06725,0.16487,-0.22355,-0.22870,0.24,0.15,0.12,0.24,-0.04,0.24,0.15,0.12,0.24,-0.04,29.00,-0.87198,0.19,0.20,15.00,13.00,-0.95200,-0.58982,0.22,0.13,0.13,0.21
,5.00,3.00,5.00,3.00,4.00,2.00,5.00,5.00,3.00,2.00,2.00,1.00,2.00,2.00,1.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,3.00,2.00,3.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,3.00,5.00,4.00,5.00,3.00,5.00,3.00,4.00,3.00,3.00,3.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,1.00,1.00,27.00,2.00,12.00,14.00,14.00,14.00,14.00,15.00,83.00,20.00,17.00,8.00,18.00,15.00,45.00,117.00,1.27326,1.75493,0.20996,1.25700,1.62356,0.83728,-0.22870,-0.29,-0.40,-0.05,-0.29,-0.37,1.07,1.47,0.18,1.05,1.36,78.00,1.57251,1.32,-0.36,45.00,31.00,1.39133,1.58519,-0.32,-0.36,1.33,1.16
